analysis_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	analysis_type	reference_genome	pipeline_name	pipeline_version	cell_type	tissue_type	disease	dev_stage	host	host_sex	age	experimental_factor	first_public	submitted_ftp	submitted_md5	submitted_bytes	submitted_aspera	generated_ftp	generated_md5	generated_bytes	generated_aspera
ERZ324870	PRJEB9586	SAMEA3302616		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-14	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324870/LP6005441-DNA_D07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324870/LP6005441-DNA_D07.srt.aln.bam.bai	efbf396422b314710146bf8650cc262a;84c6de3a04368b850edab83e907a4d33	99972016248;8834424	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324870/LP6005441-DNA_D07.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324870/LP6005441-DNA_D07.srt.aln.bam.bai				
ERZ324872	PRJEB9586	SAMEA3302822		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-14	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324872/LP6005441-DNA_C11.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324872/LP6005441-DNA_C11.srt.aln.bam.bai	4a93fc749c81d99effdff8745f7143d9;a675ac6f7df9927641b6ad47781ee1de	92537846874;8870848	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324872/LP6005441-DNA_C11.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324872/LP6005441-DNA_C11.srt.aln.bam.bai				
ERZ324532	PRJEB9586	SAMEA3302666		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-04	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324532/SS6004467.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324532/SS6004467.srt.aln.bam.bai	88df9f40d50484ef10044fa878466b18;7ad27d177124463b58d58e596ce23f54	103107673240;8893424	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324532/SS6004467.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324532/SS6004467.srt.aln.bam.bai				
ERZ324542	PRJEB9586	SAMEA3302876		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-04	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324542/SS6004474.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324542/SS6004474.srt.aln.bam.bai	eecf94fc2e0e8c93fcf83723566bc10a;eb8392405e995f7a41fc67befb4b6f56	96880923470;8861032	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324542/SS6004474.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324542/SS6004474.srt.aln.bam.bai				
ERZ324873	PRJEB9586	SAMEA3302830		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-14	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324873/LP6005441-DNA_B12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324873/LP6005441-DNA_B12.srt.aln.bam.bai	9e47cdf9ebe5aec149f6188cf7271dcb;9ab62d3b0432b0c3d8cbdaf534d2b9df	90166120150;8834624	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324873/LP6005441-DNA_B12.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324873/LP6005441-DNA_B12.srt.aln.bam.bai				
ERZ324545	PRJEB9586	SAMEA3302896		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-04	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324545/LP6005677-DNA_F01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324545/LP6005677-DNA_F01.srt.aln.bam.bai	3b949b816fab1a813aaeaddba13c9667;86fee92d37114c8939b808d68c74c029	105123768757;8855176	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324545/LP6005677-DNA_F01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324545/LP6005677-DNA_F01.srt.aln.bam.bai				
ERZ324874	PRJEB9586	SAMEA3302824		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-14	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324874/LP6005441-DNA_D12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324874/LP6005441-DNA_D12.srt.aln.bam.bai	c68907100915b3b58fe1575c51a2323d;4d7dfbb671e728cde7aabcbbd3b61e4f	102051884689;8860384	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324874/LP6005441-DNA_D12.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324874/LP6005441-DNA_D12.srt.aln.bam.bai				
ERZ324869	PRJEB9586	SAMEA3302635		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-14	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324869/LP6005441-DNA_A05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324869/LP6005441-DNA_A05.srt.aln.bam.bai	2376cfc0c4643e20f3a7dd9d9594e91a;f64329dcc0135f76e1dd5b429ee493db	110339768612;8912144	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324869/LP6005441-DNA_A05.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324869/LP6005441-DNA_A05.srt.aln.bam.bai				
ERZ324876	PRJEB9586	SAMEA3302738		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-14	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324876/LP6005441-DNA_B10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324876/LP6005441-DNA_B10.srt.aln.bam.bai	50424e0db0f0d5e69d2fcfd31366f9c6;280c45ebbacac30836fbfedb50b27c61	124072127194;8900024	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324876/LP6005441-DNA_B10.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324876/LP6005441-DNA_B10.srt.aln.bam.bai				
ERZ324875	PRJEB9586	SAMEA3302659		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-14	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324875/LP6005441-DNA_A08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324875/LP6005441-DNA_A08.srt.aln.bam.bai	896a852eee06af1c9ffca9dd724eb3b5;1dce1c61d981d5c55b8ba4aec98221c2	103331304184;8900616	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324875/LP6005441-DNA_A08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324875/LP6005441-DNA_A08.srt.aln.bam.bai				
ERZ325059	PRJEB9586	SAMEA3449878		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-28	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ325/ERZ325059/LP6005443-DNA_C01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ325/ERZ325059/LP6005443-DNA_C01.srt.aln.bam.bai	84ee4edae608bec964bd21354185a23f;cbba98f5f0df192fbfec787c294774bb	115166895602;8618832	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ325/ERZ325059/LP6005443-DNA_C01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ325/ERZ325059/LP6005443-DNA_C01.srt.aln.bam.bai				
ERZ329670	PRJEB9586	SAMEA3302840		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-09-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ329/ERZ329670/LP6005441-DNA_F04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ329/ERZ329670/LP6005441-DNA_F04.srt.aln.bam.bai	1ffb652366ffc52cc5c699ebb3116799;ab7ff230247bb96b586a588a10efa7c9	111294086786;8854136	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ329/ERZ329670/LP6005441-DNA_F04.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ329/ERZ329670/LP6005441-DNA_F04.srt.aln.bam.bai				
ERZ329671	PRJEB9586	SAMEA3302765		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-09-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ329/ERZ329671/LP6007069-DNA_A01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ329/ERZ329671/LP6007069-DNA_A01.srt.aln.bam.bai	881bedbe3c7f6a96fac4c72ac4c8e413;fb3572c0b9ee101743a0a3fac775b363	115815291704;8850984	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ329/ERZ329671/LP6007069-DNA_A01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ329/ERZ329671/LP6007069-DNA_A01.srt.aln.bam.bai				
ERZ375376	PRJEB9586	SAMEA3302733		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375376/SS6004480.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375376/SS6004480.annotated.nh2.vcf.gz.tbi	d9c9b00448157383526eefaa34e82457;25a38503d1d3f4ad42741ebb5d7c98af	27530011424;2731030	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375376/SS6004480.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375376/SS6004480.annotated.nh2.vcf.gz.tbi				
ERZ375381	PRJEB9586	SAMEA3302751		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375381/LP6005442-DNA_C10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375381/LP6005442-DNA_C10.annotated.nh2.vcf.gz.tbi	e3c2dfb1613546cae1bcc60cef48f26d;dac97458ff60d70180f995f336c8f736	26388613385;2731036	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375381/LP6005442-DNA_C10.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375381/LP6005442-DNA_C10.annotated.nh2.vcf.gz.tbi				
ERZ375386	PRJEB9586	SAMEA3302896		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375386/LP6005677-DNA_F01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375386/LP6005677-DNA_F01.annotated.nh2.vcf.gz.tbi	69878156ceaba616477720a820ffbc2f;6dbad22476b5e00d8bc3c39ce7400ef3	27156071913;2730403	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375386/LP6005677-DNA_F01.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375386/LP6005677-DNA_F01.annotated.nh2.vcf.gz.tbi				
ERZ375387	PRJEB9586	SAMEA3302858		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375387/LP6005443-DNA_G08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375387/LP6005443-DNA_G08.annotated.nh2.vcf.gz.tbi	5ce372696663366cb0acaebcfe1190a0;b01f257c37864b886ba6d12b9328fe75	27640852177;2730880	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375387/LP6005443-DNA_G08.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375387/LP6005443-DNA_G08.annotated.nh2.vcf.gz.tbi				
ERZ375391	PRJEB9586	SAMEA3302883		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375391/LP6005442-DNA_A11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375391/LP6005442-DNA_A11.annotated.nh2.vcf.gz.tbi	018622d5a5967ca7c3e92c0c70a5b63c;8ec741e3caac57b99fe6ce75c5baf46d	26293714425;2731175	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375391/LP6005442-DNA_A11.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375391/LP6005442-DNA_A11.annotated.nh2.vcf.gz.tbi				
ERZ375393	PRJEB9586	SAMEA3302822		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375393/LP6005441-DNA_C11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375393/LP6005441-DNA_C11.annotated.nh2.vcf.gz.tbi	9624e4e4b01c4f921b1551af2d9aae30;fdaa1f3ba7571e81e2903c97779edb65	26975138464;2730632	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375393/LP6005441-DNA_C11.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375393/LP6005441-DNA_C11.annotated.nh2.vcf.gz.tbi				
ERZ375394	PRJEB9586	SAMEA3302785		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375394/LP6005441-DNA_D04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375394/LP6005441-DNA_D04.annotated.nh2.vcf.gz.tbi	d940c633f8e62d2d62fcdd768aa74a8d;86dff5f8a22aaa1fb3e1c8224a041225	27175204885;2730335	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375394/LP6005441-DNA_D04.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375394/LP6005441-DNA_D04.annotated.nh2.vcf.gz.tbi				
ERZ375395	PRJEB9586	SAMEA3302710		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375395/LP6005441-DNA_B02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375395/LP6005441-DNA_B02.annotated.nh2.vcf.gz.tbi	3141c74530baa19eff840ef340d7608c;e870951f257decf47e5e2e4f269df5f7	26143463970;2731008	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375395/LP6005441-DNA_B02.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375395/LP6005441-DNA_B02.annotated.nh2.vcf.gz.tbi				
ERZ375396	PRJEB9586	SAMEA3302901		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375396/LP6005519-DNA_C03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375396/LP6005519-DNA_C03.annotated.nh2.vcf.gz.tbi	019ef85feab4b0130772151f7fa3fadf;e698772d24a50d9db3e2659383f32ba5	29140337210;2729349	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375396/LP6005519-DNA_C03.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375396/LP6005519-DNA_C03.annotated.nh2.vcf.gz.tbi				
ERZ375397	PRJEB9586	SAMEA3302842		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375397/LP6005442-DNA_B03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375397/LP6005442-DNA_B03.annotated.nh2.vcf.gz.tbi	f8326a9edbdb661876acaa5191896b56;3b4e4e81b3d0186da43fa61f5d69e30a	26005079345;2731801	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375397/LP6005442-DNA_B03.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375397/LP6005442-DNA_B03.annotated.nh2.vcf.gz.tbi				
ERZ375398	PRJEB9586	SAMEA3302667		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375398/LP6005441-DNA_C09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375398/LP6005441-DNA_C09.annotated.nh2.vcf.gz.tbi	24f7158ab7a585037c9ba98593d83179;a488fe9051a700f875f65ffb9393613d	27107892967;2730871	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375398/LP6005441-DNA_C09.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375398/LP6005441-DNA_C09.annotated.nh2.vcf.gz.tbi				
ERZ375399	PRJEB9586	SAMEA3302871		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375399/LP6005443-DNA_H07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375399/LP6005443-DNA_H07.annotated.nh2.vcf.gz.tbi	71ac8b15ce2a9771da72c1d2a0a200a1;1a87f003c10d7e0923c70b2f1a9c673d	28032162760;2729939	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375399/LP6005443-DNA_H07.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375399/LP6005443-DNA_H07.annotated.nh2.vcf.gz.tbi				
ERZ375402	PRJEB9586	SAMEA3302850		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375402/LP6005441-DNA_F07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375402/LP6005441-DNA_F07.annotated.nh2.vcf.gz.tbi	d88ddb6e6e6e4444b8d9c6324699f370;11cd9fc4587d7f6efce80a74fb86753d	26599147525;2730158	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375402/LP6005441-DNA_F07.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375402/LP6005441-DNA_F07.annotated.nh2.vcf.gz.tbi				
ERZ375403	PRJEB9586	SAMEA3302724		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375403/LP6005519-DNA_C06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375403/LP6005519-DNA_C06.annotated.nh2.vcf.gz.tbi	cdb0eb8d8470ed3ca6779d0132b26e14;f0522794451e97a0e9df02e361c7e0e8	26463145820;2730693	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375403/LP6005519-DNA_C06.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375403/LP6005519-DNA_C06.annotated.nh2.vcf.gz.tbi				
ERZ375404	PRJEB9586	SAMEA3302792		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375404/LP6005443-DNA_B09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375404/LP6005443-DNA_B09.annotated.nh2.vcf.gz.tbi	660f7776b25c3c45825873c3bf5e8e69;1b583eb44ddcd8ab4b6ecabc6da2c9e8	26596691149;2730947	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375404/LP6005443-DNA_B09.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375404/LP6005443-DNA_B09.annotated.nh2.vcf.gz.tbi				
ERZ375407	PRJEB9586	SAMEA3302758		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375407/LP6005441-DNA_G12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375407/LP6005441-DNA_G12.annotated.nh2.vcf.gz.tbi	6943668bce15004ceeee05eae65b4bf0;03ea035263c47ab403d3f075b8c61037	29867150827;2728684	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375407/LP6005441-DNA_G12.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375407/LP6005441-DNA_G12.annotated.nh2.vcf.gz.tbi				
ERZ375410	PRJEB9586	SAMEA3302790		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375410/LP6005441-DNA_G06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375410/LP6005441-DNA_G06.annotated.nh2.vcf.gz.tbi	2b549533115133e363b31645cfecee6d;a2d99860a5378a072ffb0c34ec9e0306	26916465932;2730874	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375410/LP6005441-DNA_G06.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375410/LP6005441-DNA_G06.annotated.nh2.vcf.gz.tbi				
ERZ375414	PRJEB9586	SAMEA3302631		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375414/LP6005442-DNA_G10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375414/LP6005442-DNA_G10.annotated.nh2.vcf.gz.tbi	bf77a223dea1a2642eb6879e4f8a4dad;1a23ad53c168307c252f96bfe753cdc6	27276846363;2730208	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375414/LP6005442-DNA_G10.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375414/LP6005442-DNA_G10.annotated.nh2.vcf.gz.tbi				
ERZ375415	PRJEB9586	SAMEA3302681		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375415/SS6004477.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375415/SS6004477.annotated.nh2.vcf.gz.tbi	b08d3835bcd2bd2ce9853aaa6035b7ca;409385ebec9cbaa6c27d9d60b1f697f8	26947074345;2730965	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375415/SS6004477.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375415/SS6004477.annotated.nh2.vcf.gz.tbi				
ERZ375419	PRJEB9586	SAMEA3302633		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375419/LP6005519-DNA_A04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375419/LP6005519-DNA_A04.annotated.nh2.vcf.gz.tbi	181faa1e04932a54f2c89e9787840fca;24fcc0423129126daa86d884416265fb	28517668287;2730037	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375419/LP6005519-DNA_A04.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375419/LP6005519-DNA_A04.annotated.nh2.vcf.gz.tbi				
ERZ375423	PRJEB9586	SAMEA3302828		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375423/LP6005441-DNA_B05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375423/LP6005441-DNA_B05.annotated.nh2.vcf.gz.tbi	c14c4282abbb8d06f7ebdb311984cfa3;92fb53a1a8974bd435df77e0a5942102	27959991219;2729633	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375423/LP6005441-DNA_B05.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375423/LP6005441-DNA_B05.annotated.nh2.vcf.gz.tbi				
ERZ375428	PRJEB9586	SAMEA3302878		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375428/LP6005443-DNA_A02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375428/LP6005443-DNA_A02.annotated.nh2.vcf.gz.tbi	1f4d5a17d3f74e458962c5374e6350d0;f49734cc33ca73a511ec7f111f9eb795	28134662283;2730777	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375428/LP6005443-DNA_A02.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375428/LP6005443-DNA_A02.annotated.nh2.vcf.gz.tbi				
ERZ375429	PRJEB9586	SAMEA3302624		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375429/LP6005442-DNA_G02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375429/LP6005442-DNA_G02.annotated.nh2.vcf.gz.tbi	eb78bbc00ac51c351d3e19b8f70437bf;c5bf6e999675fa5dc4133bcf12cf3d14	26708207280;2730857	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375429/LP6005442-DNA_G02.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375429/LP6005442-DNA_G02.annotated.nh2.vcf.gz.tbi				
ERZ375430	PRJEB9586	SAMEA3302755		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375430/LP6005442-DNA_D01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375430/LP6005442-DNA_D01.annotated.nh2.vcf.gz.tbi	db0b90c760439e5a0037c8ac92a8f063;e22abcd19d75e3485aa22306e9b3f304	28502468191;2730404	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375430/LP6005442-DNA_D01.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375430/LP6005442-DNA_D01.annotated.nh2.vcf.gz.tbi				
