analysis_accession	study_accession	sample_accession	analysis_type	tax_id	scientific_name	submitted_ftp
ERZ375431	PRJEB9586	SAMEA3302703	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375431/LP6005442-DNA_G12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375431/LP6005442-DNA_G12.annotated.nh2.vcf.gz.tbi
ERZ375436	PRJEB9586	SAMEA3302621	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375436/LP6005441-DNA_C02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375436/LP6005441-DNA_C02.annotated.nh2.vcf.gz.tbi
ERZ375444	PRJEB9586	SAMEA3302824	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375444/LP6005441-DNA_D12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375444/LP6005441-DNA_D12.annotated.nh2.vcf.gz.tbi
ERZ375496	PRJEB9586	SAMEA3302821	SEQUENCE_VARIATION			ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375496/LP6005519-DNA_E04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375496/LP6005519-DNA_E04.annotated.nh2.vcf.gz.tbi
ERZ375497	PRJEB9586	SAMEA3302827	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375497/LP6005592-DNA_D03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375497/LP6005592-DNA_D03.annotated.nh2.vcf.gz.tbi
ERZ375498	PRJEB9586	SAMEA3302764	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375498/LP6005442-DNA_F12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375498/LP6005442-DNA_F12.annotated.nh2.vcf.gz.tbi
ERZ375501	PRJEB9586	SAMEA3302839	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375501/LP6005519-DNA_B04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375501/LP6005519-DNA_B04.annotated.nh2.vcf.gz.tbi
ERZ375504	PRJEB9586	SAMEA3449877	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375504/LP6005441-DNA_C01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375504/LP6005441-DNA_C01.annotated.nh2.vcf.gz.tbi
ERZ375506	PRJEB9586	SAMEA3302852	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375506/LP6005592-DNA_C02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375506/LP6005592-DNA_C02.annotated.nh2.vcf.gz.tbi
ERZ375446	PRJEB9586	SAMEA3302618	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375446/LP6005443-DNA_G11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375446/LP6005443-DNA_G11.annotated.nh2.vcf.gz.tbi
ERZ375508	PRJEB9586	SAMEA3302770	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375508/LP6005441-DNA_D05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375508/LP6005441-DNA_D05.annotated.nh2.vcf.gz.tbi
ERZ375509	PRJEB9586	SAMEA3302691	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375509/LP6005519-DNA_D03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375509/LP6005519-DNA_D03.annotated.nh2.vcf.gz.tbi
ERZ375450	PRJEB9586	SAMEA3302810	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375450/LP6005442-DNA_F09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375450/LP6005442-DNA_F09.annotated.nh2.vcf.gz.tbi
ERZ375513	PRJEB9586	SAMEA3302877	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375513/SS6004469.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375513/SS6004469.annotated.nh2.vcf.gz.tbi
ERZ375451	PRJEB9586	SAMEA3302796	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375451/LP6005443-DNA_E11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375451/LP6005443-DNA_E11.annotated.nh2.vcf.gz.tbi
ERZ375457	PRJEB9586	SAMEA3302627	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375457/LP6005441-DNA_F10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375457/LP6005441-DNA_F10.annotated.nh2.vcf.gz.tbi
ERZ375515	PRJEB9586	SAMEA3302793	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375515/LP6005442-DNA_H01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375515/LP6005442-DNA_H01.annotated.nh2.vcf.gz.tbi
ERZ375521	PRJEB9586	SAMEA3302771	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375521/LP6005441-DNA_C07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375521/LP6005441-DNA_C07.annotated.nh2.vcf.gz.tbi
ERZ375458	PRJEB9586	SAMEA3449879	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375458/LP6005592-DNA_B01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375458/LP6005592-DNA_B01.annotated.nh2.vcf.gz.tbi
ERZ375460	PRJEB9586	SAMEA3302812	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375460/LP6005442-DNA_C11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375460/LP6005442-DNA_C11.annotated.nh2.vcf.gz.tbi
ERZ375463	PRJEB9586	SAMEA3302772	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375463/LP6005443-DNA_B08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375463/LP6005443-DNA_B08.annotated.nh2.vcf.gz.tbi
ERZ375522	PRJEB9586	SAMEA3302902	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375522/SS6004476.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375522/SS6004476.annotated.nh2.vcf.gz.tbi
ERZ375465	PRJEB9586	SAMEA3302736	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375465/SS6004470.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375465/SS6004470.annotated.nh2.vcf.gz.tbi
ERZ375528	PRJEB9586	SAMEA3302905	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375528/LP6005592-DNA_B02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375528/LP6005592-DNA_B02.annotated.nh2.vcf.gz.tbi
ERZ375530	PRJEB9586	SAMEA3302826	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375530/LP6005443-DNA_B07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375530/LP6005443-DNA_B07.annotated.nh2.vcf.gz.tbi
ERZ375466	PRJEB9586	SAMEA3302611	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375466/LP6005442-DNA_B01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375466/LP6005442-DNA_B01.annotated.nh2.vcf.gz.tbi
ERZ375531	PRJEB9586	SAMEA3302670	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375531/LP6005443-DNA_B03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375531/LP6005443-DNA_B03.annotated.nh2.vcf.gz.tbi
ERZ375537	PRJEB9586	SAMEA3302642	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375537/LP6005443-DNA_H02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375537/LP6005443-DNA_H02.annotated.nh2.vcf.gz.tbi
ERZ375468	PRJEB9586	SAMEA3302649	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375468/LP6005442-DNA_A08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375468/LP6005442-DNA_A08.annotated.nh2.vcf.gz.tbi
ERZ375539	PRJEB9586	SAMEA3302625	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375539/LP6007068-DNA_A01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375539/LP6007068-DNA_A01.annotated.nh2.vcf.gz.tbi
ERZ375470	PRJEB9586	SAMEA3302662	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375470/LP6005441-DNA_H06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375470/LP6005441-DNA_H06.annotated.nh2.vcf.gz.tbi
ERZ375541	PRJEB9586	SAMEA3302766	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375541/LP6005441-DNA_H10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375541/LP6005441-DNA_H10.annotated.nh2.vcf.gz.tbi
ERZ375474	PRJEB9586	SAMEA3302689	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375474/LP6005441-DNA_G03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375474/LP6005441-DNA_G03.annotated.nh2.vcf.gz.tbi
ERZ375547	PRJEB9586	SAMEA3302660	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375547/LP6005443-DNA_D03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375547/LP6005443-DNA_D03.annotated.nh2.vcf.gz.tbi
ERZ375476	PRJEB9586	SAMEA3302841	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375476/LP6005441-DNA_B03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375476/LP6005441-DNA_B03.annotated.nh2.vcf.gz.tbi
ERZ375478	PRJEB9586	SAMEA3302869	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375478/LP6005441-DNA_F01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375478/LP6005441-DNA_F01.annotated.nh2.vcf.gz.tbi
ERZ375557	PRJEB9586	SAMEA3302745	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375557/LP6005442-DNA_E07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375557/LP6005442-DNA_E07.annotated.nh2.vcf.gz.tbi
ERZ375558	PRJEB9586	SAMEA3302832	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375558/LP6005443-DNA_E01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375558/LP6005443-DNA_E01.annotated.nh2.vcf.gz.tbi
ERZ375495	PRJEB9586	SAMEA3302746	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375495/LP6005443-DNA_E08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375495/LP6005443-DNA_E08.annotated.nh2.vcf.gz.tbi
ERZ375561	PRJEB9586	SAMEA3302721	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375561/LP6005443-DNA_F08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375561/LP6005443-DNA_F08.annotated.nh2.vcf.gz.tbi
ERZ375565	PRJEB9586	SAMEA3302873	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375565/LP6005442-DNA_F11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375565/LP6005442-DNA_F11.annotated.nh2.vcf.gz.tbi
ERZ375499	PRJEB9586	SAMEA3302663	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375499/LP6005443-DNA_A07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375499/LP6005443-DNA_A07.annotated.nh2.vcf.gz.tbi
ERZ375569	PRJEB9586	SAMEA3302768	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375569/LP6005677-DNA_A02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375569/LP6005677-DNA_A02.annotated.nh2.vcf.gz.tbi
ERZ375500	PRJEB9586	SAMEA3302894	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375500/SS6004473.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375500/SS6004473.annotated.nh2.vcf.gz.tbi
ERZ375510	PRJEB9586	SAMEA3302831	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375510/LP6005443-DNA_F03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375510/LP6005443-DNA_F03.annotated.nh2.vcf.gz.tbi
ERZ375511	PRJEB9586	SAMEA3302808	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375511/LP6005442-DNA_B04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375511/LP6005442-DNA_B04.annotated.nh2.vcf.gz.tbi
ERZ375573	PRJEB9586	SAMEA3302696	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375573/LP6005519-DNA_D06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375573/LP6005519-DNA_D06.annotated.nh2.vcf.gz.tbi
ERZ375512	PRJEB9586	SAMEA3302779	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375512/LP6005441-DNA_E10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375512/LP6005441-DNA_E10.annotated.nh2.vcf.gz.tbi
ERZ375574	PRJEB9586	SAMEA3302757	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375574/LP6005677-DNA_D01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375574/LP6005677-DNA_D01.annotated.nh2.vcf.gz.tbi
ERZ375596	PRJEB9586	SAMEA3302666	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375596/SS6004467.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375596/SS6004467.annotated.nh2.vcf.gz.tbi
ERZ375600	PRJEB9586	SAMEA3302615	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375600/LP6005442-DNA_G01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375600/LP6005442-DNA_G01.annotated.nh2.vcf.gz.tbi
ERZ375517	PRJEB9586	SAMEA3302668	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375517/LP6005443-DNA_H08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375517/LP6005443-DNA_H08.annotated.nh2.vcf.gz.tbi
ERZ375601	PRJEB9586	SAMEA3302720	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375601/LP6005443-DNA_B04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375601/LP6005443-DNA_B04.annotated.nh2.vcf.gz.tbi
ERZ375518	PRJEB9586	SAMEA3302620	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375518/LP6005441-DNA_B09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375518/LP6005441-DNA_B09.annotated.nh2.vcf.gz.tbi
ERZ375520	PRJEB9586	SAMEA3302823	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375520/LP6005441-DNA_E02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375520/LP6005441-DNA_E02.annotated.nh2.vcf.gz.tbi
ERZ375604	PRJEB9586	SAMEA3302848	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375604/LP6005677-DNA_E01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375604/LP6005677-DNA_E01.annotated.nh2.vcf.gz.tbi
ERZ375524	PRJEB9586	SAMEA3302630	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375524/LP6005443-DNA_G02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375524/LP6005443-DNA_G02.annotated.nh2.vcf.gz.tbi
ERZ375606	PRJEB9586	SAMEA3302749	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375606/LP6005441-DNA_F05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375606/LP6005441-DNA_F05.annotated.nh2.vcf.gz.tbi
ERZ375529	PRJEB9586	SAMEA3302747	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375529/LP6005592-DNA_F01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375529/LP6005592-DNA_F01.annotated.nh2.vcf.gz.tbi
ERZ375608	PRJEB9586	SAMEA3302738	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375608/LP6005441-DNA_B10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375608/LP6005441-DNA_B10.annotated.nh2.vcf.gz.tbi
ERZ375617	PRJEB9586	SAMEA3302809	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375617/LP6005677-DNA_A03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375617/LP6005677-DNA_A03.annotated.nh2.vcf.gz.tbi
ERZ375621	PRJEB9586	SAMEA3302664	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375621/LP6005442-DNA_H04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375621/LP6005442-DNA_H04.annotated.nh2.vcf.gz.tbi
ERZ375623	PRJEB9586	SAMEA3302654	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375623/LP6005443-DNA_G04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375623/LP6005443-DNA_G04.annotated.nh2.vcf.gz.tbi
ERZ375532	PRJEB9586	SAMEA3302904	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375532/LP6005441-DNA_H07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375532/LP6005441-DNA_H07.annotated.nh2.vcf.gz.tbi
ERZ375533	PRJEB9586	SAMEA3302820	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375533/LP6005442-DNA_D03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375533/LP6005442-DNA_D03.annotated.nh2.vcf.gz.tbi
ERZ375624	PRJEB9586	SAMEA3302694	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375624/LP6005619-DNA_C01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375624/LP6005619-DNA_C01.annotated.nh2.vcf.gz.tbi
ERZ375627	PRJEB9586	SAMEA3302859	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375627/LP6005443-DNA_B06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375627/LP6005443-DNA_B06.annotated.nh2.vcf.gz.tbi
ERZ375535	PRJEB9586	SAMEA3302734	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375535/LP6005443-DNA_C03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375535/LP6005443-DNA_C03.annotated.nh2.vcf.gz.tbi
ERZ375628	PRJEB9586	SAMEA3302730	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375628/SS6004475.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375628/SS6004475.annotated.nh2.vcf.gz.tbi
ERZ375536	PRJEB9586	SAMEA3302870	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375536/LP6005441-DNA_G04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375536/LP6005441-DNA_G04.annotated.nh2.vcf.gz.tbi
ERZ375542	PRJEB9586	SAMEA3302748	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375542/LP6005442-DNA_H11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375542/LP6005442-DNA_H11.annotated.nh2.vcf.gz.tbi
ERZ375630	PRJEB9586	SAMEA3449878	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375630/LP6005443-DNA_C01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375630/LP6005443-DNA_C01.annotated.nh2.vcf.gz.tbi
ERZ375545	PRJEB9586	SAMEA3302634	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375545/LP6005592-DNA_H01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375545/LP6005592-DNA_H01.annotated.nh2.vcf.gz.tbi
ERZ375631	PRJEB9586	SAMEA3302695	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375631/LP6005441-DNA_F02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375631/LP6005441-DNA_F02.annotated.nh2.vcf.gz.tbi
ERZ375546	PRJEB9586	SAMEA3302692	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375546/LP6005519-DNA_A06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375546/LP6005519-DNA_A06.annotated.nh2.vcf.gz.tbi
