# nrow	Sequencing Panel	Sample ID (Illumina)	Sample ID (Collaborator)	Sample ID (SGDP)	DNA Source	Embargo level (X=Fully Public, Y=Signed Letter)	Genetic sex assignment	Population ID	Region	Country	Town	Latitude	Longitude	Coverage (mean)	Number of bases covered without masking	Number of bases covered filter level >=0	Number of bases covered filter level >=1	Number of bases covered filter level >=9	Divergence per bp to hg19 without masking	Divergence per bp to hg19 filter level >=0	Divergence per bp to hg19 filter level >=1	Divergence per bp to hg19 filter level >=9	mtDNA haplogroup	Y haplogroup	samtools autosomal heterozygosity	samtools X heterozygosity	mlrho autosomal heterozygosity	mlrho X chromosome heterozygosity	zygosities:mlrho_X_het_lowerBound	zygosities:mlrho_X_het_upperBound	GATK heterozygosity rate filter level without masking	GATK heterozygosity rate filter level filter level >=0	GATK heterozygosity rate filter level filter level >=1	GATK heterozygosity rate filter level filter level >=9	Neanderthal ancestry estimate based on rate of nd10 sites	Denisova ancestry estimate based on rate of nd10 sites	Discordance rate with Human Origins SNP array	Fraction of variants not seen in 1kg at filter level >=1 	Fraction of genome covered at 20X	Fraction of genome covered at 10X	Concordance with Omni genotyping array	Contamination estimate (conTEST) at filter level>=0 (fraction)	Contamination estimate (conTEST) at filter level>=1 (fraction)	Contamination estimate (conTEST) at filter level>=9 (fraction)
167	C	LP6005441-DNA_A03	HGDP00656	S_Bougainville-2	Genomic_from_cell_lines	X	XX	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	38.9	2654231373	2321070316	2130269906	1254819235	0.001072452	0.000952663	0.000907402	0.000872	M27c	..	0.00077456	0.000394461	0.000802	0.000454	0.000449	0.000459	0.000815974	0.000676575	0.000647083	0.0006262	0.025	0.042	0.002	0.0523	0.91	0.91	0.993	0.001	0.001	0.001
168	C	LP6005519-DNA_F06	Dus22	S_Dusun-1	Genomic_from_saliva	X	XX	Dusun	Oceania	Brunei	Tutong District	4.7	114.7	50.55	2648173674	2319792830	2135922051	1166201001	0.001046597	0.000929897	0.000884608	0.000848	B4a1a	..	0.000775329	0.000412846	0.000811	0.000488	0.000482	0.000494	0.000815781	0.000675801	0.000644318	0.000618035	0.021	0.005	..	0.0193	0.91	0.91	0.992	0.001	0.001	0.001
169	C	LP6005519-DNA_E06	Dus16	S_Dusun-2	Genomic_from_saliva	X	XX	Dusun	Oceania	Brunei	Lamunin, Tutong District	4.7	114.7	39.52	2655830394	2320208618	2127295458	1195105466	0.001046733	0.000930394	0.000887083	0.000856	B5b1c	..	0.000793146	0.000378055	0.000823	0.000436	0.000431	0.000441	0.000831591	0.000691516	0.000660256	0.000639475	0.024	0.004	..	0.0183	0.91	0.91	0.993	0.001	0.001	0.001
170	C	LP6005592-DNA_H03	NA17385	S_Hawaiian-1	Genomic_from_cell_lines	X	XY	Hawaiian	Oceania	USA	Cell_line_repository_sampling_location_unknown	21.3	-157.8	45.55	2655383379	2308919395	2023664992	1239397001	0.001056845	0.000938129	0.000883877	0.000827	Y2a1	O1a2	0.000820126	5.04e-05	0.000853	5.57e-05	5.42e-05	5.73e-05	0.000859188	0.000716744	0.000680834	0.000641548	0.023	0.009	..	0.0268	0.9	0.92	0.992	0.001	0.001	0.001
171	C	LP6005519-DNA_C06	Igor20	S_Igorot-1	Genomic_from_saliva	X	XX	Igorot	Oceania	Philippines	Mountain Province, Luzon Island (sampled in Singapore)	17.1	121	38.4	2656164586	2327855345	2130014957	1205494378	0.001042955	0.000926876	0.000883582	0.000855	F3b1	..	0.00077181	0.000392692	0.000799	0.000453	0.000448	0.000458	0.000812467	0.000673764	0.000643591	0.000623518	0.022	0.004	..	0.0186	0.9	0.91	0.993	0.001	0.001	0.001
172	C	LP6005519-DNA_D06	Igor21	S_Igorot-2	Genomic_from_saliva	X	XY	Igorot	Oceania	Philippines	Mountain Province, Luzon Island (sampled in Singapore)	17.1	121	45.28	2656397583	2323623385	2131285087	1205036464	0.001051023	0.000929582	0.000882978	0.000844	Y2a1	O1a1	0.000721718	3.82e-05	0.000776	6.28e-05	6.12e-05	6.45e-05	0.000759907	0.000617187	0.000589014	0.000562773	0.022	0.003	..	0.0188	0.9	0.92	0.993	0.001	0.001	0.001
173	C	LP6005592-DNA_B02	NA17386	S_Maori-1	Genomic_from_cell_lines	X	XY	Maori	Oceania	New Zealand	Cell_line_repository_sampling_location_unknown	-41.3	174.5	36.96	2655534351	2302940795	1953597514	1254600770	0.001035884	0.000921497	0.000881887	0.000841	B4a1a1	I2a2a1a1b	0.000928042	4.6e-05	0.000969	5.37e-05	5.22e-05	5.52e-05	0.000965467	0.000824294	0.000789532	0.000757511	0.025	0.009	..	0.0165	0.88	0.92	0.928	0.001	0.001	0.001
174	C	LP6005441-DNA_B10	HGDP00550	S_Papuan-1	Genomic_from_cell_lines	X	XX	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	45.12	2655776463	2306358339	2049451744	1189471753	0.001079725	0.000957573	0.000909384	0.000851	P1d1	..	0.000725228	0.000332848	0.000743	0.000385	0.00038	0.00039	0.000764469	0.000622746	0.000593005	0.00056229	0.025	0.053	0.002	0.0507	0.91	0.91	0.993	0.001	0.001	0.001
175	C	LP6005443-DNA_B08	HGDP00553	S_Papuan-10	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	41.65	2654807210	2325535785	2132020528	1163896734	0.001073709	0.000955441	0.000908827	0.000868	Q1a	M1a1	0.000694655	3.59e-05	0.000741	5.52e-05	5.37e-05	5.68e-05	0.000734647	0.000598929	0.000571998	0.000546513	0.024	0.047	0.002	0.0538	0.89	0.92	0.994	0.001	0.001	0.001
176	C	LP6005443-DNA_C07	HGDP00555	S_Papuan-11	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	42.21	2648094549	2310493991	2066084986	1197691982	0.001070763	0.000951351	0.000896976	0.000842	Q1	K	0.000699706	4.01e-05	0.000735	4.84e-05	4.7e-05	4.98e-05	0.000740471	0.000605034	0.000573372	0.00054344	0.024	0.047	0.002	0.0501	0.89	0.92	0.994	0.001	0.001	0.001
177	C	LP6005443-DNA_G07	HGDP00556	S_Papuan-12	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	44.16	2649696529	2176487190	1898604118	1173962754	0.001078282	0.000891146	0.000850333	0.000819	Q1	S	0.000694644	3.68e-05	0.000746	5.89e-05	5.73e-05	6.05e-05	0.000732385	0.000597481	0.000570913	0.000549766	0.025	0.055	0.002	..	0.9	0.92	0.994	..	..	..
178	C	LP6005443-DNA_D08	HGDP00552	S_Papuan-13	Genomic_from_cell_lines	X	XX	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	43.16	2655045282	2322937444	2117541460	1261358532	0.001077235	0.000958319	0.000910336	0.000872	Q1b	..	0.000718554	0.000390675	0.000745	0.000449	0.000443	0.000454	0.00076138	0.000623672	0.000594355	0.000573304	0.024	0.053	0.002	0.0523	0.91	0.91	0.994	0.001	0.001	0.001
179	C	LP6005443-DNA_E08	HGDP00554	S_Papuan-14	Genomic_from_cell_lines	X	XX	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	35.15	2653683753	2324890559	2128003234	1287486120	0.001074703	0.000955017	0.000908109	0.000872	Q1a	..	0.000721236	0.000395267	0.000739	0.000451	0.000446	0.000455	0.000759294	0.000620922	0.000591466	0.000573796	0.024	0.05	0.002	0.0511	0.9	0.91	0.993	0.001	0.001	0.001
180	C	LP6005443-DNA_H07	HGDP00540	S_Papuan-2	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	46.73	2622940321	2292602874	2111990472	1146453138	0.001079584	0.000958058	0.000910515	0.000866	Q3a:0	S	0.000676593	3.85e-05	0.00072	5.65e-05	5.5e-05	5.81e-05	0.000714405	0.000575712	0.000549695	0.000522548	0.023	0.05	0.002	0.053	0.9	0.92	0.994	..	0.001	0.001
181	C	LP6005441-DNA_A10	HGDP00541	S_Papuan-3	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	33.59	2652746889	2311445187	2020741884	1262973970	0.001074794	0.000955013	0.000908405	0.000858	Q3a:0	M1	0.000689335	4e-05	0.00071	4.53e-05	4.39e-05	4.67e-05	0.000724948	0.000593562	0.000566063	0.000539349	0.026	0.056	0.002	0.0526	0.86	0.92	0.993	0.001	0.001	0.001
182	C	LP6005443-DNA_E07	HGDP00543	S_Papuan-4	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	48.45	2631957975	2296709825	2078134814	1150272517	0.001075037	0.000952575	0.00089931	0.000843	P2	S1d	0.000685572	4.38e-05	0.000724	5.36e-05	5.21e-05	5.51e-05	0.000729237	0.000590611	0.000561333	0.000528623	0.023	0.048	0.002	0.0547	0.91	0.92	0.994	0.001	0.001	0.001
183	C	LP6005443-DNA_D07	HGDP00545	S_Papuan-5	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	51.02	2646203384	2317124074	2124841431	1202356036	0.001077511	0.00095715	0.000908207	0.000859	Q1a	C2a	0.000697082	4.27e-05	0.000757	6.91e-05	6.73e-05	7.09e-05	0.000735952	0.000595021	0.000565717	0.000537723	0.022	0.049	0.002	0.0526	0.91	0.92	0.994	0.001	0.001	0.001
184	C	LP6005443-DNA_C08	HGDP00547	S_Papuan-6	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	43.9	2639972085	2310134638	2104845806	1155866557	0.001078237	0.000955339	0.000906802	0.000867	Q3a1	C2a	0.000697665	4.06e-05	0.000745	5.78e-05	5.63e-05	5.94e-05	0.00073991	0.000599751	0.000572348	0.000547095	0.025	0.05	0.002	..	0.9	0.92	0.994	..	..	..
185	C	LP6005443-DNA_F07	HGDP00548	S_Papuan-7	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	48.76	2649665965	2321706520	2135777106	1209107486	0.001075093	0.000955037	0.000906899	0.00086	P1d	M1	0.000689154	4.38e-05	0.00074	6.46e-05	6.29e-05	6.64e-05	0.000730834	0.000591402	0.000563475	0.000533143	0.023	0.046	0.002	0.0522	0.91	0.92	0.994	0.001	0.001	0.001
186	C	LP6005443-DNA_A08	HGDP00549	S_Papuan-8	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	45.06	2655124909	2325454933	2142462997	1228464701	0.001074716	0.000953041	0.000906154	0.000866	Q1a	M1	0.000701944	3.79e-05	0.000749	5.79e-05	5.63e-05	5.95e-05	0.000740776	0.00060271	0.000575717	0.000550318	0.023	0.05	0.002	0.051	0.9	0.92	0.994	0.001	0.001	0.001
187	C	LP6005443-DNA_F08	HGDP00551	S_Papuan-9	Genomic_from_cell_lines	X	XY	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	43.06	2655134256	2325684415	2154981324	1227897086	0.001075323	0.000953827	0.000908028	0.000869	P1	K	0.000707299	3.83e-05	0.000766	5.98e-05	5.82e-05	6.14e-05	0.000750878	0.000608113	0.000581461	0.000557859	0.024	0.045	0.002	0.0519	0.9	0.92	0.994	0.001	0.001	0.001
188	C	LP6005441-DNA_D01	HGDP00090	S_Balochi-1	Genomic_from_cell_lines	X	XY	Balochi	SouthAsia	Pakistan	?	30.5	66.5	42.69	2655899876	2323984461	2124905876	1185078825	0.001035863	0.00091873	0.000870455	0.000825	M5a2a	E1b1b1a1c	0.000811771	2.48e-05	0.000858	4.27e-05	4.14e-05	4.41e-05	0.000843952	0.000704721	0.000673298	0.000638417	0.019	0.002	0.005	0.0146	0.9	0.92	0.992	0.001	0.001	0.001
189	C	LP6005441-DNA_C01	HGDP00058	S_Balochi-2	Genomic_from_cell_lines	X	XY	Balochi	SouthAsia	Pakistan	?	..	..	42.88	2655713847	2323062256	2125027757	1186352097	0.001029881	0.000915164	0.000867839	0.000822	M3a1	L1c	0.000850124	4.52e-05	0.000897	6.05e-05	5.89e-05	6.21e-05	0.00088412	0.000743695	0.000709622	0.000671462	..	..	..	..	0.9	0.92	0.993	0.001	0.001	0.001
190	C	LP6005442-DNA_G09	HG03006	S_Bengali-1	Genomic_from_cell_lines	X	XY	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	44.0	2657447563	2324282035	2132018379	1214612621	0.001042134	0.00092361	0.000878937	0.000841	M5a	J2b2	0.00088649	4.5e-05	0.000951	6.76e-05	6.59e-05	6.94e-05	0.000927648	0.000781165	0.000747081	0.000719693	0.022	0.004	0.002	0.0094	0.9	0.92	0.993	0.001	0.001	0.001
191	C	LP6005442-DNA_H09	HG03007	S_Bengali-2	Genomic_from_cell_lines	X	XX	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	34.11	2656314696	2327672745	2149134403	1164279930	0.001035423	0.000921684	0.000878625	0.000839	M2b1	..	0.000887424	0.000489149	0.000918	0.000549	0.000543	0.000554	0.000929341	0.000790248	0.000755994	0.000726344	0.023	0.005	0.002	0.0088	0.89	0.91	0.993	0.001	0.001	0.001
192	C	LP6005519-DNA_G03	B11	S_Brahmin-1	Genomic_from_blood	X	XY	Brahmin	SouthAsia	India	Visakhapatnam	17.7	83.3	51.5	2658131387	2323665444	2137298469	1241840322	0.001039715	0.000924235	0.000879174	0.000842	J1d	R2a1	0.00089026	4.6e-05	0.000959	7.09e-05	6.91e-05	7.27e-05	0.000928971	0.000782674	0.00074778	0.000719447	0.021	0.004	..	0.0146	0.91	0.92	0.993	0.001	0.001	0.001
193	C	LP6005519-DNA_H03	B17	S_Brahmin-2	Genomic_from_blood	X	XY	Brahmin	SouthAsia	India	Visakhapatnam	17.7	83.3	36.11	2655886825	2326382357	2118885415	1241540249	0.001036589	0.000921804	0.000878011	0.000846	M2b1	J2a2a	0.000878246	4.14e-05	0.000933	6.21e-05	6.05e-05	6.37e-05	0.000913823	0.00077457	0.000740187	0.000714701	0.02	0.004	..	0.0149	0.87	0.92	0.992	0.001	0.001	0.001
194	C	LP6005441-DNA_D03	HGDP00027	S_Brahui-1	Genomic_from_cell_lines	X	XY	Brahui	SouthAsia	Pakistan	?	30.5	66.5	38.0	2655234626	2323016176	2136412539	1235505118	0.001035295	0.000917638	0.000872886	0.000835	H1	R1a1a1b2a1a	0.000879457	4.68e-05	0.000936	6.45e-05	6.29e-05	6.61e-05	0.000917653	0.000771867	0.000737572	0.000708345	0.019	0.001	0.002	0.0157	0.88	0.92	0.992	0.001	0.001	0.001
195	C	LP6005441-DNA_C03	HGDP00019	S_Brahui-2	Genomic_from_cell_lines	X	XY	Brahui	SouthAsia	Pakistan	?	30.5	66.5	35.21	2654892969	2328129726	2118885717	1262552798	0.001037229	0.000919644	0.000873491	0.000836	U7a3	O3a1c1	0.000825815	2.74e-05	0.000871	4.7e-05	4.56e-05	4.84e-05	0.000856745	0.000715133	0.000681995	0.00065296	0.02	0.002	0.002	0.0158	0.87	0.92	0.994	0.001	0.001	0.001
196	C	LP6005441-DNA_E03	HGDP00428	S_Burusho-1	Genomic_from_cell_lines	X	XY	Burusho	SouthAsia	Pakistan	?	36.5	74	42.2	2655588722	2322703599	2145117390	1252621674	0.001030223	0.000915457	0.000870707	0.00083	C4:0	H1	0.000868104	3.43e-05	0.000921	5.24e-05	5.09e-05	5.39e-05	0.00090327	0.000762174	0.0007303	0.000700644	0.02	0.003	0.002	0.0168	0.89	0.92	0.993	0.001	0.001	0.001
197	C	LP6005441-DNA_F03	HGDP00338	S_Burusho-2	Genomic_from_cell_lines	X	XX	Burusho	SouthAsia	Pakistan	?	36.5	74	41.23	2656252140	2325293345	2146486291	1172336346	0.001031011	0.000918288	0.000874911	0.000836	U7a2	..	0.000906817	0.000512286	0.000935	0.000576	0.00057	0.000581	0.000945408	0.000804067	0.000768971	0.000739397	0.022	0.002	0.003	0.0155	0.91	0.91	0.993	0.001	0.001	0.001
198	C	LP6005441-DNA_F05	HGDP00124	S_Hazara-1	Genomic_from_cell_lines	X	XY	Hazara	SouthAsia	Pakistan	?	33.5	70	63.62	2658000911	2323231888	2145533654	1178303771	0.001037518	0.000917849	0.000871042	0.000828	HV	O3a1c1	0.000869823	4.27e-05	0.000956	6.89e-05	6.71e-05	7.08e-05	0.000913162	0.00076507	0.000730713	0.000697052	0.021	0.004	0.002	0.0163	0.92	0.92	0.993	0.001	0.001	0.001
199	C	LP6005441-DNA_E05	HGDP00125	S_Hazara-2	Genomic_from_cell_lines	X	XY	Hazara	SouthAsia	Pakistan	?	33.5	70	65.99	2657850312	2321756950	2140469692	1185830440	0.001038942	0.000919942	0.000873524	0.000832	M3a1	C3f1	0.000849021	4.15e-05	0.000931	6.86e-05	6.67e-05	7.05e-05	0.000889408	0.00074214	0.000709781	0.000679271	0.021	0.003	0.002	0.0172	0.92	0.92	0.993	0.001	0.001	0.001
200	C	LP6005519-DNA_C05	I1	S_Irula-1	Genomic_from_blood	X	XY	Irula	SouthAsia	India	?	13.5	80	49.7	2653601250	2325595463	2133325090	1176780281	0.001042418	0.000925976	0.000881181	0.000846	M4'67:0	R2a	0.000859727	3.67e-05	0.000929	6.58e-05	6.4e-05	6.75e-05	0.000902321	0.000760328	0.000727582	0.000697336	0.021	0.005	..	0.0168	0.91	0.92	0.993	0.001	0.001	0.001
201	C	LP6005519-DNA_D05	I3	S_Irula-2	Genomic_from_blood	X	XY	Irula	SouthAsia	India	?	13.5	80	52.55	2657784673	2325890016	2139592966	1183066314	0.001051365	0.000931125	0.000884117	0.000843	M4'67:0	L1c	0.000858459	4.08e-05	0.000932	6.79e-05	6.61e-05	6.97e-05	0.000903523	0.000756235	0.000722206	0.000686214	0.021	0.005	..	0.0175	0.91	0.92	0.993	0.001	0.001	0.001
202	C	LP6005441-DNA_E06	HGDP00328	S_Kalash-1	Genomic_from_cell_lines	X	XY	Kalash	SouthAsia	Pakistan	?	36	71.5	37.12	2654127386	2328200772	2129951372	1157889030	0.001029009	0.000912958	0.000869021	0.000836	U2e1	H1	0.000806502	3.79e-05	0.000859	6e-05	5.84e-05	6.16e-05	0.000841865	0.000702817	0.000671188	0.000646866	0.019	0.002	0.003	0.0166	0.88	0.92	0.994	0.002	0.002	0.002
203	C	LP6005441-DNA_F06	HGDP00286	S_Kalash-2	Genomic_from_cell_lines	X	XX	Kalash	SouthAsia	Pakistan	?	36	71.5	34.65	2654627749	2329761270	2153363543	1215362881	0.001028013	0.000913951	0.000871842	0.000831	R0a	..	0.000856668	0.000470208	0.00088	0.000535	0.00053	0.00054	0.00089101	0.000751129	0.00071921	0.000689767	0.019	0.002	0.002	0.0155	0.9	0.91	0.993	0.001	0.001	0.001
204	C	LP6005519-DNA_A04	K1	S_Kapu-1	Genomic_from_blood	X	XY	Kapu	SouthAsia	India	Visakhapatnam	17.7	83.3	51.14	2643017123	2312865606	2144297227	1211840112	0.001038231	0.000924068	0.000880286	0.000843	M35a1	H1	0.000876252	4.27e-05	0.000943	6.7e-05	6.53e-05	6.88e-05	0.000914344	0.000770577	0.000737138	0.000702844	0.021	0.004	..	0.0152	0.91	0.92	0.993	0.001	0.001	0.001
205	C	LP6005519-DNA_B04	K4	S_Kapu-2	Genomic_from_blood	X	XY	Kapu	SouthAsia	India	Visakhapatnam	17.7	83.3	52.32	2652009142	2322114268	2151307226	1239597174	0.001038484	0.000924189	0.000881171	0.000844	M35b:0	L1a	0.00086278	3.93e-05	0.000932	6.4e-05	6.23e-05	6.58e-05	0.000904271	0.000762997	0.000730535	0.000700419	0.02	0.004	..	0.0162	0.91	0.92	0.992	0.001	0.001	0.001
206	C	LP6005519-DNA_E05	KD4	S_Khonda_Dora-1	Genomic_from_blood	X	XY	Khonda_Dora	SouthAsia	India	?	18.3	82.9	49.29	2657411172	2327740481	2128733620	1243590391	0.001047178	0.00093107	0.000884987	0.000848	M2a1	O2a1	0.00084418	4.05e-05	0.000914	6.84e-05	6.66e-05	7.01e-05	0.000886089	0.000744024	0.000710492	0.000679231	0.021	0.006	..	0.0192	0.91	0.92	0.993	0.001	0.001	0.001
207	C	LP6005443-DNA_C09	Kusunda02	S_Kusunda-1	Genomic_from_saliva	X	XY	Kusunda	SouthAsia	Nepal	Ghorahi, Dang	28.07245287	82.48778	37.2	2655422434	2323280364	2127534029	1235078191	0.001046674	0.000929255	0.000885852	0.000856	U2c	H2b	0.000863334	4.78e-05	0.000909	6.46e-05	6.29e-05	6.62e-05	0.000899535	0.000755447	0.000722679	0.000697252	0.022	0.005	0.005	0.0173	0.88	0.92	0.993	0.001	0.001	0.001
208	C	LP6005443-DNA_D09	Kusunda15	S_Kusunda-2	Genomic_from_saliva	X	XY	Kusunda	SouthAsia	Nepal	Damauli, Tanahu	28.07245287	84.259486	39.77	2654391592	2324807746	2158188030	1185888031	0.001052147	0.000933366	0.000890932	0.000862	M5c2	H2b	0.000654506	3.82e-05	0.000695	5.97e-05	5.81e-05	6.13e-05	0.000693174	0.000557224	0.000533371	0.000513482	0.019	0.004	0.005	0.0217	0.89	0.92	0.994	0.001	0.001	0.001
209	C	LP6005519-DNA_G04	M4	S_Madiga-1	Genomic_from_blood	X	XY	Madiga	SouthAsia	India	Visakhapatnam	17.7	83.3	47.02	2658137951	2327416679	2140590704	1202552529	0.001040344	0.000922167	0.00087671	0.000837	HV14	R2a	0.000864316	4.05e-05	0.000926	6.22e-05	6.05e-05	6.38e-05	0.000907446	0.000761252	0.000728201	0.000691808	0.02	0.005	..	0.0156	0.9	0.92	0.992	0.001	0.001	0.001
210	C	LP6005519-DNA_H04	M13	S_Madiga-2	Genomic_from_blood	X	XY	Madiga	SouthAsia	India	Visakhapatnam	17.7	83.3	48.95	2657250065	2325849971	2120008542	1204603256	0.001042251	0.0009273	0.000880336	0.00084	M49d	J2b2	0.000870377	4e-05	0.00093	6.11e-05	5.95e-05	6.28e-05	0.000909275	0.00076721	0.00073264	0.00070035	0.02	0.006	..	0.0158	0.91	0.92	0.996	0.001	0.001	0.001
211	C	LP6005441-DNA_C07	HGDP00160	S_Makrani-1	Genomic_from_cell_lines	X	XY	Makrani	SouthAsia	Pakistan	?	26	64	42.97	2656107738	2327493138	2149410578	1168214315	0.00103482	0.000918738	0.000874888	0.000835	L2a1a2	J2a1h2	0.000881656	4.18e-05	0.000935	5.97e-05	5.81e-05	6.13e-05	0.000913334	0.00077252	0.000739991	0.000708387	0.02	0.002	0.002	0.0147	0.9	0.92	0.993	0.001	0.001	0.001
212	C	LP6005441-DNA_D07	HGDP00157	S_Makrani-2	Genomic_from_cell_lines	X	XX	Makrani	SouthAsia	Pakistan	?	26	64	41.0	2656622904	2327611559	2153450052	1283627852	0.001032437	0.000917579	0.000873954	0.000838	M4	..	0.000835986	0.00045594	0.000858	0.000515	0.000509	0.00052	0.00086917	0.000729664	0.000697606	0.000673465	0.015	0.001	0.002	0.0157	0.91	0.91	0.993	0.001	0.001	0.001
213	C	LP6005519-DNA_E04	ML2	S_Mala-2	Genomic_from_blood	X	XY	Mala	SouthAsia	India	Visakhapatnam	17.7	83.3	48.87	2637667509	2309827855	2116194056	1175302711	0.001045377	0.0009272	0.000881194	0.000844	M41a	R1a1a1b2a1a	0.000870754	4e-05	0.000935	6.7e-05	6.53e-05	6.88e-05	0.000910145	0.000763673	0.000729423	0.000692452	0.021	0.005	..	0.0156	0.91	0.92	0.992	0.001	0.001	0.001
214	C	LP6005519-DNA_F04	ML3	S_Mala-3	Genomic_from_blood	X	XY	Mala	SouthAsia	India	Visakhapatnam	17.7	83.3	47.5	2649828903	2321493499	2131218352	1157939897	0.001047606	0.000930585	0.000885104	0.000848	R5a2	F	0.000868779	4.05e-05	0.000935	6.46e-05	6.29e-05	6.63e-05	0.000909332	0.000763686	0.000729961	0.000695793	0.021	0.004	..	0.0153	0.91	0.92	0.993	0.001	0.001	0.001
215	C	LP6005441-DNA_C10	HGDP00216	S_Pathan-1	Genomic_from_cell_lines	X	XY	Pathan	SouthAsia	Pakistan	?	33.5	70.5	40.08	2658228354	2321135845	2109066395	1232131131	0.001023645	0.000912639	0.000869668	0.000828	J1d	R1a1a1b2a1a1	0.000871345	4.41e-05	0.000918	5.59e-05	5.44e-05	5.75e-05	0.000905832	0.000770187	0.000738368	0.000706045	0.02	0.003	0.005	0.0159	0.89	0.92	0.993	0.002	0.002	0.002
216	C	LP6005441-DNA_D10	HGDP00232	S_Pathan-2	Genomic_from_cell_lines	X	XX	Pathan	SouthAsia	Pakistan	?	33.5	70.5	42.16	2656937862	2325983014	2139995365	1271454819	0.001031774	0.000915921	0.000871938	0.000837	U7a	..	0.000911136	0.000518234	0.000945	0.000585	0.000579	0.000591	0.000947354	0.000803617	0.00076783	0.000739997	0.019	0.002	0.002	0.0153	0.91	0.91	0.993	0.001	0.001	0.001
217	C	LP6005592-DNA_B04	HG02724	S_Punjabi-1	Genomic_from_cell_lines	X	XY	Punjabi	SouthAsia	Pakistan	Lahore	31.5	74.3	34.65	2655005263	2328665038	2145236205	1188873277	0.001034318	0.00092183	0.000878378	0.000843	U7b	J2a1	0.000863818	4.13e-05	0.000917	5.87e-05	5.72e-05	6.03e-05	0.000900724	0.000765684	0.000733224	0.00070178	0.023	0.004	0.002	0.0087	0.87	0.92	0.992	0.002	0.002	0.002
218	C	LP6005442-DNA_A12	HG02783	S_Punjabi-2	Genomic_from_cell_lines	X	XY	Punjabi	SouthAsia	Pakistan	Lahore	31.5	74.3	38.93	2657287778	2331381992	2131301033	1189616297	0.001037424	0.000922715	0.000881664	0.000862	M5a1b	R2a1	0.000868472	4.03e-05	0.000922	6.4e-05	6.24e-05	6.57e-05	0.000902883	0.000761435	0.000729748	0.000705209	0.02	0.004	0.002	0.0085	0.89	0.92	0.992	0.001	0.001	0.001
219	C	LP6005442-DNA_B12	HG02790	S_Punjabi-3	Genomic_from_cell_lines	X	XX	Punjabi	SouthAsia	Pakistan	Lahore	31.5	74.3	33.86	2655373771	2330998025	2148755919	1255327473	0.001034403	0.000921881	0.000883281	0.00087	R31a	..	0.000880855	0.00046991	0.000904	0.000524	0.000519	0.00053	0.000921686	0.000783574	0.000752161	0.000735999	0.019	0.005	0.002	0.0086	0.89	0.91	0.993	0.001	0.001	0.001
220	C	LP6005592-DNA_A04	HG02494	S_Punjabi-4	Genomic_from_cell_lines	X	XX	Punjabi	SouthAsia	Pakistan	Lahore	31.5	74.3	34.69	2654402349	2319824425	2071225187	1232670566	0.001026885	0.000914372	0.000866527	0.000821	U7a3	..	0.000895647	0.00049691	0.000903	0.000541	0.000535	0.000546	0.000932849	0.000794666	0.000756442	0.000722044	0.02	0.004	..	0.0095	0.89	0.91	0.993	0.002	0.002	0.002
221	C	LP6005519-DNA_A05	R3	S_Relli-1	Genomic_from_blood	X	XY	Relli	SouthAsia	India	Visakhapatnam	17.7	83.3	46.13	2657768691	2328969523	2155377702	1226499780	0.001042891	0.00092711	0.00088403	0.000848	M52b	R1a1a1b2a1a1	0.000870677	4.29e-05	0.000939	6.82e-05	6.65e-05	6.99e-05	0.000911111	0.000765541	0.0007332	0.000702218	0.02	0.005	..	0.0168	0.9	0.92	0.993	0.001	0.001	0.001
222	C	LP6005519-DNA_B05	R6	S_Relli-2	Genomic_from_blood	X	XY	Relli	SouthAsia	India	Visakhapatnam	17.7	83.3	48.96	2657419389	2329247753	2136311762	1196677830	0.001043232	0.00092407	0.000878559	0.000839	U2c1	H1	0.000822147	4.48e-05	0.000898	7.23e-05	7.05e-05	7.42e-05	0.000865564	0.00072129	0.000688491	0.000653919	0.021	0.005	..	0.0151	0.91	0.92	0.993	0.001	0.001	0.001
